1990,HOU,HakeemOlajuwon,OtisThorpe,VernonMaxwell,KennySmith,BuckJohnson,LarrySmith,DavidWood,SleepyFloyd
1990,IND,ReggieMiller,ChuckPerson,MichaelWilliams,DetlefSchrempf,LasalleThompson,VernFleming,RikSmits,GregDreiling
1990,LAL,MagicJohnson,SamPerkins,JamesWorthy,ByronScott,VladeDivac,A.c.Green,TerryTeagle,EldenCampbell
1990,MIL,JayHumphries,AlvinRobertson,FrankBrickowski,FredRoberts,DannySchayes,JackSikma,BradLohaus,SteveHenson
1990,NYK,PatrickEwing,MauriceCheeks,CharlesOakley,KikiVandeweghe,GeraldWilkins,TrentTucker,MarkJackson,BrianQuinnett
1990,PHI,HerseyHawkins,CharlesBarkley,ArmenGilliam,RonAnderson,RickMahorn,RickeyGreen,AndreTurner,ManuteBol
1990,PHO,KevinJohnson,JeffHornacek,TomChambers,DanMajerle,XavierMcdaniel,MarkWest,NegeleKnight,AndrewLang
1990,POR,ClydeDrexler,TerryPorter,JeromeKersey,BuckWilliams,KevinDuckworth,CliffordRobinson,DannyAinge,MarkBryant
1990,SAS,RodStrickland,DavidRobinson,WillieAnderson,SeanElliott,TerryCummings,PaulPressey,DavidWingate,AveryJohnson
1990,SEA,EddieJohnson,BenoitBenjamin,ShawnKemp,SedaleThreatt,GaryPayton,DerrickMckey,RickyPierce,NateMcmillan
1990,UTA,KarlMalone,JohnStockton,JeffMalone,MarkEaton,BlueEdwards,ThurlBailey,MikeBrown,DelaneyRudd
1991,BOS,ReggieLewis,KevinGamble,RobertParish,EdPinckney,JohnBagley,KevinMchale,DeeBrown,LarryBird
1991,CHI,MichaelJordan,ScottiePippen,HoraceGrant,BillCartwright,JohnPaxson,B.j.Armstrong,ScottWilliams,CliffLevingston
1991,CLE,BradDaugherty,LarryNance,MarkPrice,HotrodWilliams,CraigEhlo,MikeSanders,JohnBattle,TerrellBrandon
1991,DET,JoeDumars,IsiahThomas,DennisRodman,JohnSalley,BillLaimbeer,OrlandoWoolridge,MarkAguirre,DarrellWalker
1991,GSW,TimHardaway,ChrisMullin,BillyOwens,SarunasMarciulionis,ChrisGatling,MarioElie,TyroneHill,AltonLister
1991,IND,ReggieMiller,DetlefSchrempf,ChuckPerson,MichaelWilliams,DaleDavis,LasalleThompson,GeorgeMccloud,VernFleming
1991,LAC,RonHarper,DannyManning,DocRivers,KenNorman,CharlesSmith,JamesEdwards,GaryGrant,OldenPolynice
1991,LAL,SedaleThreatt,A.c.Green,ByronScott,VladeDivac,TerryTeagle,EldenCampbell,ChuckyBrown,TonySmith
1991,MIA,GrantLong,GlenRice,RonySeikaly,SteveSmith,BrianShaw,KevinEdwards,KeithAskins,BimboColes
1991,NJN,DrazenPetrovic,DerrickColeman,MookieBlaylock,ChrisMorris,SamBowie,ChrisDudley,TerryMills,TateGeorge
1991,NYK,PatrickEwing,XavierMcdaniel,MarkJackson,CharlesOakley,GeraldWilkins,JohnStarks,AnthonyMason,GregAnthony
1991,PHO,JeffHornacek,KevinJohnson,DanMajerle,TomChambers,AndrewLang,CedricCeballos,TimPerry,SteveBurtt
1991,POR,TerryPorter,ClydeDrexler,BuckWilliams,JeromeKersey,KevinDuckworth,CliffordRobinson,DannyAinge,MarkBryant
1991,SAS,SeanElliott,TerryCummings,AntoineCarr,RodStrickland,VinnieJohnson,DonaldRoyal,SidneyGreen,PaulPressey
1991,SEA,ShawnKemp,RickyPierce,DerrickMckey,EddieJohnson,NateMcmillan,GaryPayton,MichaelCage,BenoitBenjamin
1991,UTA,KarlMalone,JohnStockton,JeffMalone,MarkEaton,TyroneCorbin,BlueEdwards,MikeBrown,DavidBenoit
1992,ATL,DominiqueWilkins,KevinWillis,MookieBlaylock,StaceyAugmon,JonKoncak,DuaneFerrell,AdamKeefe,SteveHenson
1992,BOS,ShermanDouglas,RobertParish,KevinGamble,DeeBrown,XavierMcdaniel,KevinMchale,RickFox,AlaaAbdelnaby
1992,CHA,AlonzoMourning,KendallGill,LarryJohnson,MuggsyBogues,DellCurry,KennyGattison,JohnnyNewman,DavidWingate
1992,CHI,ScottiePippen,MichaelJordan,HoraceGrant,B.j.Armstrong,BillCartwright,ScottWilliams,JohnPaxson,StaceyKing
1992,CLE,BradDaugherty,LarryNance,CraigEhlo,MarkPrice,HotrodWilliams,GeraldWilkins,MikeSanders,TerrellBrandon
1992,HOU,HakeemOlajuwon,OtisThorpe,KennySmith,RobertHorry,VernonMaxwell,WinstonGarland,ScottBrooks,CarlHerrera
1992,IND,ReggieMiller,DetlefSchrempf,RikSmits,DaleDavis,PoohRichardson,VernFleming,GeorgeMccloud,LasalleThompson
1992,LAC,MarkJackson,RonHarper,DannyManning,KenNorman,StanleyRoberts,GaryGrant,JohnWilliams,LesterConner
1992,LAL,A.c.Green,SedaleThreatt,EldenCampbell,ByronScott,VladeDivac,JamesWorthy,TonySmith,DougChristie
1992,NJN,DerrickColeman,DrazenPetrovic,ChrisMorris,RumealRobinson,DuaneSchintzius,MauriceCheeks,SamBowie,RickMahorn
1992,NYK,PatrickEwing,JohnStarks,AnthonyMason,CharlesOakley,DocRivers,CharlesSmith,GregAnthony,RolandoBlackman
1992,PHO,DanMajerle,CharlesBarkley,KevinJohnson,DannyAinge,OliverMiller,RichardDumas,MarkWest,TomChambers
1992,POR,RodStrickland,TerryPorter,CliffordRobinson,BuckWilliams,ClydeDrexler,JeromeKersey,MarkBryant,KevinDuckworth
1992,SAS,DavidRobinson,SeanElliott,AveryJohnson,DaleEllis,J.r.Reid,WillieAnderson,AntoineCarr,TerryCummings
1992,SEA,ShawnKemp,DerrickMckey,SamPerkins,GaryPayton,RickyPierce,NateMcmillan,EddieJohnson,MichaelCage
1992,UTA,KarlMalone,JohnStockton,TyroneCorbin,JeffMalone,DavidBenoit,MarkEaton,JayHumphries,MikeBrown
1993,ATL,DannyManning,MookieBlaylock,KevinWillis,StaceyAugmon,CraigEhlo,AndrewLang,JonKoncak,DuaneFerrell
1993,CHI,HoraceGrant,ScottiePippen,B.j.Armstrong,PeteMyers,ToniKukoc,BillCartwright,SteveKerr,LucLongley
1993,CLE,GeraldWilkins,TyroneHill,ChrisMills,MarkPrice,TimKempton,BobbyPhills,RodHiggins,TerrellBrandon
1993,DEN,DikembeMutombo,LaphonsoEllis,BryantStith,ReggieWilliams,MahmoAbdul-rauf,RobertPack,BisonDele,RodneyRogers
1993,GSW,ChrisMullin,BillyOwens,LatrellSprewell,ChrisWebber,ChrisGatling,JeffGrayer,ByronHouston,AveryJohnson
1993,HOU,HakeemOlajuwon,VernonMaxwell,OtisThorpe,RobertHorry,KennySmith,SamCassell,MarioElie,CarlHerrera
1993,IND,DerrickMckey,DaleDavis,ReggieMiller,HaywoodeWorkman,RikSmits,AntonioDavis,VernFleming,ByronScott
1993,MIA,JohnSalley,GlenRice,SteveSmith,RonySeikaly,BimboColes,BrianShaw,GrantLong,HaroldMiner
